symbole,entrée,sortie,sens,prix_entrée,prix_sortie,brut_bp,coût_bp,net_bp,net_eur,motif_sortie
SPY,2026-08-04T16:55:00+00:00,2026-08-04T17:45:00+00:00,vente,770.19,772.3751,-28.3715,0.5,-28.8715,-0.2887,stop
QQQ,2026-08-04T17:50:00+00:00,2026-08-04T18:50:00+00:00,vente,723.85,723.84,0.1374,0.7,-0.5626,-0.0056,durée
QQQ,2026-08-04T19:05:00+00:00,2026-08-04T19:55:00+00:00,vente,724.63,723.68,13.1103,0.7,12.4103,0.1241,clôture
SPY,2026-08-04T19:05:00+00:00,2026-08-04T19:55:00+00:00,vente,772.77,771.28,19.2812,0.5,18.7812,0.1878,clôture
QQQ,2026-08-05T13:35:00+00:00,2026-08-05T14:35:00+00:00,vente,727.06,722.865,57.6982,0.7,56.9982,0.57,durée
SPY,2026-08-05T13:35:00+00:00,2026-08-05T14:35:00+00:00,vente,776.19,773.92,29.2457,0.5,28.7457,0.2875,durée
QQQ,2026-08-05T14:55:00+00:00,2026-08-05T15:55:00+00:00,achat,722.44,720.35,-28.9301,0.7,-29.6301,-0.2963,durée
SPY,2026-08-05T15:25:00+00:00,2026-08-05T16:25:00+00:00,achat,772.1501,772.1,-0.649,0.5,-1.149,-0.0115,durée
QQQ,2026-08-05T16:10:00+00:00,2026-08-05T17:10:00+00:00,achat,719.982,721.14,16.084,0.7,15.384,0.1538,durée
QQQ,2026-08-05T18:35:00+00:00,2026-08-05T19:35:00+00:00,achat,720.37,719.91,-6.3859,0.7,-7.0859,-0.0709,durée
SPY,2026-08-05T19:40:00+00:00,2026-08-05T19:55:00+00:00,achat,771.3,770.8913,-5.2981,0.5,-5.7981,-0.058,stop
QQQ,2026-08-05T19:45:00+00:00,2026-08-05T19:55:00+00:00,achat,719.78,718.884,-12.4484,0.7,-13.1484,-0.1315,stop
QQQ,2026-08-06T13:35:00+00:00,2026-08-06T14:35:00+00:00,achat,710.905,716.078,72.766,0.7,72.066,0.7207,durée
SPY,2026-08-06T13:35:00+00:00,2026-08-06T14:35:00+00:00,achat,769.9,769.76,-1.8186,0.5,-2.3186,-0.0232,durée
SPY,2026-08-06T14:50:00+00:00,2026-08-06T15:50:00+00:00,achat,769.66,768.2155,-18.7679,0.5,-19.2679,-0.1927,stop
QQQ,2026-08-06T16:00:00+00:00,2026-08-06T17:00:00+00:00,achat,715.17,715.86,9.6481,0.7,8.9481,0.0895,durée
SPY,2026-08-06T16:00:00+00:00,2026-08-06T17:00:00+00:00,achat,768.16,768.77,7.9417,0.5,7.4417,0.0744,durée
SPY,2026-08-06T17:30:00+00:00,2026-08-06T18:30:00+00:00,achat,767.83,769.115,16.7351,0.5,16.2351,0.1624,durée
QQQ,2026-08-06T18:25:00+00:00,2026-08-06T19:25:00+00:00,vente,716.38,714.9,20.6592,0.7,19.9592,0.1996,durée
SPY,2026-08-06T19:05:00+00:00,2026-08-06T19:55:00+00:00,vente,769.56,768.53,13.3839,0.5,12.8839,0.1288,clôture
QQQ,2026-08-07T13:35:00+00:00,2026-08-07T14:35:00+00:00,vente,722.36,719.23,43.3303,0.7,42.6303,0.4263,durée
SPY,2026-08-07T13:35:00+00:00,2026-08-07T14:25:00+00:00,vente,771.5,772.7411,-16.0865,0.5,-16.5865,-0.1659,stop
SPY,2026-08-07T14:35:00+00:00,2026-08-07T15:35:00+00:00,vente,772.61,773.39,-10.096,0.5,-10.596,-0.106,durée
QQQ,2026-08-07T15:30:00+00:00,2026-08-07T16:30:00+00:00,vente,722.8,720.6263,30.0734,0.7,29.3734,0.2937,durée
SPY,2026-08-07T16:30:00+00:00,2026-08-07T17:30:00+00:00,achat,771.735,771.93,2.5269,0.5,2.0269,0.0203,durée
QQQ,2026-08-07T18:15:00+00:00,2026-08-07T18:40:00+00:00,achat,720.26,719.5037,-10.5007,0.7,-11.2007,-0.112,stop
SPY,2026-08-07T18:15:00+00:00,2026-08-07T18:40:00+00:00,achat,771.5805,771.0041,-7.4704,0.5,-7.9704,-0.0797,stop
QQQ,2026-08-07T18:50:00+00:00,2026-08-07T19:50:00+00:00,achat,719.745,722.85,43.14,0.7,42.44,0.4244,durée
SPY,2026-08-07T18:50:00+00:00,2026-08-07T19:50:00+00:00,achat,771.25,772.85,20.7452,0.5,20.2452,0.2025,durée
SPY,2026-08-10T14:05:00+00:00,2026-08-10T15:05:00+00:00,vente,773.68,773.58,1.2922,0.5,0.7922,0.0079,durée
QQQ,2026-08-10T14:10:00+00:00,2026-08-10T15:10:00+00:00,vente,724.08,722.11,27.2074,0.7,26.5074,0.2651,durée
QQQ,2026-08-10T15:35:00+00:00,2026-08-10T16:35:00+00:00,achat,721.04,721.53,6.7965,0.7,6.0965,0.061,durée
SPY,2026-08-10T16:35:00+00:00,2026-08-10T17:35:00+00:00,achat,772.74,772.845,1.3585,0.5,0.8585,0.0086,durée
QQQ,2026-08-10T16:45:00+00:00,2026-08-10T17:45:00+00:00,achat,720.89,721.195,4.2308,0.7,3.5308,0.0353,durée
SPY,2026-08-10T19:00:00+00:00,2026-08-10T19:55:00+00:00,vente,773.2,773.07,1.6814,0.5,1.1814,0.0118,clôture
QQQ,2026-08-10T19:25:00+00:00,2026-08-10T19:55:00+00:00,vente,722.08,720.805,17.6577,0.7,16.9577,0.1696,clôture
QQQ,2026-08-11T13:35:00+00:00,2026-08-11T13:35:00+00:00,achat,720.76,719.9113,-11.7752,0.7,-12.4752,-0.1248,stop
SPY,2026-08-11T13:35:00+00:00,2026-08-11T14:35:00+00:00,vente,773.46,773.345,1.4875,0.5,0.9875,0.0099,durée
QQQ,2026-08-11T13:45:00+00:00,2026-08-11T13:45:00+00:00,achat,720.41,719.2989,-15.4224,0.7,-16.1224,-0.1612,stop
QQQ,2026-08-11T13:55:00+00:00,2026-08-11T14:55:00+00:00,achat,719.03,721.79,38.3843,0.7,37.6843,0.3768,durée
SPY,2026-08-11T15:15:00+00:00,2026-08-11T15:30:00+00:00,achat,772.66,771.8239,-10.8201,0.5,-11.3201,-0.1132,stop
QQQ,2026-08-11T15:35:00+00:00,2026-08-11T16:35:00+00:00,achat,719.31,718.98,-4.588,0.7,-5.288,-0.0529,durée
SPY,2026-08-11T15:40:00+00:00,2026-08-11T16:40:00+00:00,achat,771.855,771.58,-3.5624,0.5,-4.0624,-0.0406,durée
SPY,2026-08-11T17:00:00+00:00,2026-08-11T18:00:00+00:00,achat,771.15,771.065,-1.1025,0.5,-1.6025,-0.016,durée
QQQ,2026-08-11T17:05:00+00:00,2026-08-11T18:05:00+00:00,achat,717.63,717.63,0.0,0.7,-0.7,-0.007,durée
QQQ,2026-08-11T18:25:00+00:00,2026-08-11T18:25:00+00:00,achat,717.13,716.1966,-13.0152,0.7,-13.7152,-0.1372,stop
SPY,2026-08-11T18:25:00+00:00,2026-08-11T18:25:00+00:00,achat,770.5,769.7255,-10.0521,0.5,-10.5521,-0.1055,stop
SPY,2026-08-11T18:35:00+00:00,2026-08-11T19:35:00+00:00,achat,770.005,771.05,13.5711,0.5,13.0711,0.1307,durée
QQQ,2026-08-12T13:35:00+00:00,2026-08-12T14:35:00+00:00,vente,724.27,725.25,-13.5306,0.7,-14.2306,-0.1423,durée
SPY,2026-08-12T13:35:00+00:00,2026-08-12T14:35:00+00:00,vente,773.05,772.79,3.3634,0.5,2.8634,0.0286,durée
QQQ,2026-08-12T15:35:00+00:00,2026-08-12T16:35:00+00:00,achat,723.22,724.5,17.699,0.7,16.999,0.17,durée
SPY,2026-08-12T15:40:00+00:00,2026-08-12T16:40:00+00:00,achat,771.67,772.74,13.8661,0.5,13.3661,0.1337,durée
QQQ,2026-08-12T16:50:00+00:00,2026-08-12T17:50:00+00:00,vente,724.76,725.0207,-3.5968,0.7,-4.2968,-0.043,durée
SPY,2026-08-12T16:50:00+00:00,2026-08-12T17:50:00+00:00,vente,772.85,772.75,1.2936,0.5,0.7936,0.0079,durée
SPY,2026-08-12T18:25:00+00:00,2026-08-12T19:25:00+00:00,vente,773.23,772.98,3.2332,0.5,2.7332,0.0273,durée
QQQ,2026-08-12T18:45:00+00:00,2026-08-12T19:45:00+00:00,vente,725.325,724.06,17.4407,0.7,16.7407,0.1674,durée
QQQ,2026-08-12T19:55:00+00:00,2026-08-12T19:55:00+00:00,achat,723.8,723.67,-1.7961,0.7,-2.4961,-0.025,clôture
SPY,2026-08-12T19:55:00+00:00,2026-08-12T19:55:00+00:00,achat,772.26,772.52,3.3669,0.5,2.8669,0.0287,clôture
QQQ,2026-08-13T13:35:00+00:00,2026-08-13T13:35:00+00:00,vente,725.97,727.1736,-16.5793,0.7,-17.2793,-0.1728,stop
SPY,2026-08-13T13:35:00+00:00,2026-08-13T13:45:00+00:00,vente,775.39,776.4836,-14.1041,0.5,-14.6041,-0.146,stop
QQQ,2026-08-13T13:45:00+00:00,2026-08-13T13:45:00+00:00,vente,727.64,729.8514,-30.3917,0.7,-31.0917,-0.3109,stop
QQQ,2026-08-13T13:55:00+00:00,2026-08-13T14:55:00+00:00,vente,730.855,732.15,-17.7196,0.7,-18.4196,-0.1842,durée
SPY,2026-08-13T13:55:00+00:00,2026-08-13T14:55:00+00:00,vente,777.135,777.76,-8.0424,0.5,-8.5424,-0.0854,durée
SPY,2026-08-13T15:35:00+00:00,2026-08-13T16:35:00+00:00,achat,775.74,776.29,7.0898,0.5,6.5898,0.0659,durée
QQQ,2026-08-13T15:50:00+00:00,2026-08-13T16:50:00+00:00,achat,730.73,731.805,14.7115,0.7,14.0115,0.1401,durée
QQQ,2026-08-13T17:10:00+00:00,2026-08-13T18:10:00+00:00,vente,732.83,732.23,8.1879,0.7,7.4879,0.0749,durée
SPY,2026-08-13T17:10:00+00:00,2026-08-13T18:10:00+00:00,vente,777.25,777.08,2.187,0.5,1.687,0.0169,durée
SPY,2026-08-13T18:40:00+00:00,2026-08-13T18:50:00+00:00,vente,777.41,777.9235,-6.6056,0.5,-7.1056,-0.0711,stop
QQQ,2026-08-13T18:50:00+00:00,2026-08-13T19:50:00+00:00,vente,733.18,731.99,16.2307,0.7,15.5307,0.1553,durée
SPY,2026-08-13T19:00:00+00:00,2026-08-13T19:55:00+00:00,vente,777.75,777.78,-0.3861,0.5,-0.8861,-0.0089,clôture
QQQ,2026-08-14T13:45:00+00:00,2026-08-14T14:45:00+00:00,vente,733.86,731.27,35.2924,0.7,34.5924,0.3459,durée
SPY,2026-08-14T13:55:00+00:00,2026-08-14T14:55:00+00:00,vente,778.47,776.74,22.2228,0.5,21.7228,0.2172,durée
QQQ,2026-08-14T14:55:00+00:00,2026-08-14T15:20:00+00:00,achat,731.11,729.4388,-22.8586,0.7,-23.5586,-0.2356,stop
SPY,2026-08-14T15:10:00+00:00,2026-08-14T16:10:00+00:00,achat,776.67,776.55,-1.545,0.5,-2.045,-0.0204,durée
QQQ,2026-08-14T15:30:00+00:00,2026-08-14T16:30:00+00:00,achat,729.37,729.38,0.1372,0.7,-0.5628,-0.0056,durée
SPY,2026-08-14T16:55:00+00:00,2026-08-14T17:55:00+00:00,achat,775.93,775.83,-1.2885,0.5,-1.7885,-0.0179,durée
QQQ,2026-08-14T18:45:00+00:00,2026-08-14T19:40:00+00:00,vente,729.675,730.1765,-6.8734,0.7,-7.5734,-0.0757,stop
SPY,2026-08-14T18:45:00+00:00,2026-08-14T19:45:00+00:00,vente,776.21,776.2,0.129,0.5,-0.371,-0.0037,durée
QQQ,2026-08-14T19:50:00+00:00,2026-08-14T19:55:00+00:00,vente,730.4,730.9507,-7.5392,0.7,-8.2392,-0.0824,stop
QQQ,2026-08-17T13:35:00+00:00,2026-08-17T13:50:00+00:00,vente,732.41,733.7458,-18.2385,0.7,-18.9385,-0.1894,stop
SPY,2026-08-17T13:35:00+00:00,2026-08-17T14:00:00+00:00,achat,775.5099,775.1741,-4.3299,0.5,-4.8299,-0.0483,stop
QQQ,2026-08-17T14:00:00+00:00,2026-08-17T15:00:00+00:00,vente,733.3395,734.17,-11.325,0.7,-12.025,-0.1202,durée
SPY,2026-08-17T14:10:00+00:00,2026-08-17T15:10:00+00:00,achat,775.44,775.33,-1.4184,0.5,-1.9184,-0.0192,durée
QQQ,2026-08-17T15:20:00+00:00,2026-08-17T16:20:00+00:00,vente,734.26,732.51,23.8335,0.7,23.1335,0.2313,durée
SPY,2026-08-17T15:40:00+00:00,2026-08-17T16:40:00+00:00,achat,775.01,774.94,-0.9033,0.5,-1.4033,-0.014,durée
QQQ,2026-08-17T16:45:00+00:00,2026-08-17T17:10:00+00:00,achat,732.13,730.8779,-17.102,0.7,-17.802,-0.178,stop
SPY,2026-08-17T16:55:00+00:00,2026-08-17T17:10:00+00:00,achat,774.87,774.4209,-5.7951,0.5,-6.2951,-0.063,stop
QQQ,2026-08-17T17:20:00+00:00,2026-08-17T18:20:00+00:00,achat,730.825,730.265,-7.6625,0.7,-8.3625,-0.0836,durée
SPY,2026-08-17T17:20:00+00:00,2026-08-17T17:25:00+00:00,achat,774.24,773.4942,-9.632,0.5,-10.132,-0.1013,stop
SPY,2026-08-17T17:35:00+00:00,2026-08-17T18:35:00+00:00,achat,773.43,773.4799,0.6455,0.5,0.1455,0.0015,durée
QQQ,2026-08-17T19:15:00+00:00,2026-08-17T19:55:00+00:00,achat,729.74,729.8599,1.6435,0.7,0.9435,0.0094,clôture
QQQ,2026-08-18T13:35:00+00:00,2026-08-18T14:35:00+00:00,achat,720.06,719.55,-7.0829,0.7,-7.7829,-0.0778,durée
SPY,2026-08-18T13:35:00+00:00,2026-08-18T14:35:00+00:00,achat,768.55,769.09,7.0267,0.5,6.5267,0.0653,durée
QQQ,2026-08-18T16:50:00+00:00,2026-08-18T17:50:00+00:00,vente,719.52,717.795,23.9748,0.7,23.2748,0.2327,durée
SPY,2026-08-18T16:50:00+00:00,2026-08-18T17:50:00+00:00,vente,768.77,768.07,9.1056,0.5,8.6056,0.0861,durée
QQQ,2026-08-18T18:00:00+00:00,2026-08-18T19:00:00+00:00,achat,717.12,717.245,1.7431,0.7,1.0431,0.0104,durée
SPY,2026-08-18T18:00:00+00:00,2026-08-18T19:00:00+00:00,achat,767.62,767.745,1.6284,0.5,1.1284,0.0113,durée
SPY,2026-08-18T19:15:00+00:00,2026-08-18T19:55:00+00:00,achat,767.62,767.0724,-7.1331,0.5,-7.6331,-0.0763,stop
QQQ,2026-08-19T13:35:00+00:00,2026-08-19T14:35:00+00:00,vente,719.77,717.18,35.9841,0.7,35.2841,0.3528,durée
SPY,2026-08-19T13:35:00+00:00,2026-08-19T14:35:00+00:00,vente,770.03,771.0358,-13.062,0.5,-13.562,-0.1356,stop
SPY,2026-08-19T14:45:00+00:00,2026-08-19T15:45:00+00:00,vente,771.07,770.3875,8.8513,0.5,8.3513,0.0835,durée
QQQ,2026-08-19T16:55:00+00:00,2026-08-19T17:20:00+00:00,achat,717.295,716.1413,-16.0832,0.7,-16.7832,-0.1678,stop
SPY,2026-08-19T16:55:00+00:00,2026-08-19T17:55:00+00:00,achat,769.88,769.5076,-4.8368,0.5,-5.3368,-0.0534,durée
QQQ,2026-08-19T17:35:00+00:00,2026-08-19T18:35:00+00:00,achat,716.025,716.6401,8.5898,0.7,7.8898,0.0789,durée
QQQ,2026-08-19T19:20:00+00:00,2026-08-19T19:55:00+00:00,vente,717.165,716.11,14.7106,0.7,14.0106,0.1401,clôture
SPY,2026-08-19T19:20:00+00:00,2026-08-19T19:55:00+00:00,vente,770.01,769.09,11.9477,0.5,11.4477,0.1145,clôture
QQQ,2026-08-20T13:35:00+00:00,2026-08-20T13:50:00+00:00,achat,713.37,711.7192,-23.1406,0.7,-23.8406,-0.2384,stop
SPY,2026-08-20T13:35:00+00:00,2026-08-20T14:15:00+00:00,achat,767.06,765.8038,-16.3769,0.5,-16.8769,-0.1688,stop
QQQ,2026-08-20T14:00:00+00:00,2026-08-20T15:00:00+00:00,achat,712.1595,714.025,26.1955,0.7,25.4955,0.255,durée
QQQ,2026-08-20T15:35:00+00:00,2026-08-20T16:35:00+00:00,achat,710.91,712.29,19.4118,0.7,18.7118,0.1871,durée
SPY,2026-08-20T15:40:00+00:00,2026-08-20T16:40:00+00:00,achat,765.55,766.64,14.2385,0.5,13.7385,0.1374,durée
SPY,2026-08-20T17:20:00+00:00,2026-08-20T18:05:00+00:00,achat,764.85,763.9922,-11.2155,0.5,-11.7155,-0.1172,stop
QQQ,2026-08-20T18:05:00+00:00,2026-08-20T19:05:00+00:00,achat,709.95,710.58,8.8739,0.7,8.1739,0.0817,durée
SPY,2026-08-20T18:15:00+00:00,2026-08-20T19:15:00+00:00,achat,763.58,763.34,-3.143,0.5,-3.643,-0.0364,durée
QQQ,2026-08-20T19:40:00+00:00,2026-08-20T19:55:00+00:00,vente,711.5,710.95,7.73,0.7,7.03,0.0703,clôture
SPY,2026-08-20T19:55:00+00:00,2026-08-20T19:55:00+00:00,achat,762.92,762.2902,-8.2547,0.5,-8.7547,-0.0875,stop
QQQ,2026-08-21T13:35:00+00:00,2026-08-21T14:35:00+00:00,vente,712.66,710.65,28.2035,0.7,27.5035,0.275,durée
SPY,2026-08-21T13:35:00+00:00,2026-08-21T14:35:00+00:00,vente,764.87,764.38,6.4062,0.5,5.9062,0.0591,durée
SPY,2026-08-21T15:00:00+00:00,2026-08-21T15:50:00+00:00,vente,765.81,767.4504,-21.4211,0.5,-21.9211,-0.2192,stop
QQQ,2026-08-21T15:05:00+00:00,2026-08-21T15:35:00+00:00,vente,712.59,714.1195,-21.4631,0.7,-22.1631,-0.2216,stop
QQQ,2026-08-21T15:45:00+00:00,2026-08-21T16:45:00+00:00,vente,714.8,713.5306,17.7589,0.7,17.0589,0.1706,durée
SPY,2026-08-21T16:00:00+00:00,2026-08-21T17:00:00+00:00,vente,767.2,766.27,12.1219,0.5,11.6219,0.1162,durée
SPY,2026-08-21T17:35:00+00:00,2026-08-21T18:35:00+00:00,achat,765.52,765.2301,-3.7872,0.5,-4.2872,-0.0429,durée
QQQ,2026-08-21T18:00:00+00:00,2026-08-21T18:30:00+00:00,achat,713.1299,712.641,-6.8553,0.7,-7.5553,-0.0756,stop
QQQ,2026-08-21T18:40:00+00:00,2026-08-21T19:40:00+00:00,achat,712.62,713.8,16.5585,0.7,15.8585,0.1586,durée
SPY,2026-08-21T19:00:00+00:00,2026-08-21T19:55:00+00:00,vente,766.2,765.65,7.1781,0.5,6.6781,0.0668,clôture
QQQ,2026-08-21T19:50:00+00:00,2026-08-21T19:55:00+00:00,vente,714.19,713.41,10.9219,0.7,10.2219,0.1022,clôture
QQQ,2026-08-24T13:35:00+00:00,2026-08-24T13:40:00+00:00,achat,706.66,703.8942,-39.1384,0.7,-39.8384,-0.3984,stop
SPY,2026-08-24T13:35:00+00:00,2026-08-24T13:40:00+00:00,achat,763.51,762.2609,-16.3602,0.5,-16.8602,-0.1686,stop
QQQ,2026-08-24T13:50:00+00:00,2026-08-24T14:50:00+00:00,achat,703.715,706.2301,35.74,0.7,35.04,0.3504,durée
SPY,2026-08-24T13:50:00+00:00,2026-08-24T14:50:00+00:00,achat,763.11,763.62,6.6833,0.5,6.1833,0.0618,durée
QQQ,2026-08-24T15:30:00+00:00,2026-08-24T16:20:00+00:00,vente,706.8,709.0785,-32.237,0.7,-32.937,-0.3294,stop
SPY,2026-08-24T15:40:00+00:00,2026-08-24T16:00:00+00:00,vente,764.03,764.9444,-11.9681,0.5,-12.4681,-0.1247,stop
SPY,2026-08-24T16:20:00+00:00,2026-08-24T17:20:00+00:00,vente,765.0499,763.565,19.4095,0.5,18.9095,0.1891,durée
QQQ,2026-08-24T17:30:00+00:00,2026-08-24T18:30:00+00:00,achat,707.25,709.205,27.6425,0.7,26.9425,0.2694,durée
SPY,2026-08-24T17:30:00+00:00,2026-08-24T18:30:00+00:00,achat,763.38,764.67,16.8982,0.5,16.3982,0.164,durée
QQQ,2026-08-25T13:35:00+00:00,2026-08-25T14:35:00+00:00,vente,713.08,710.3101,38.8441,0.7,38.1441,0.3814,durée
SPY,2026-08-25T13:35:00+00:00,2026-08-25T14:35:00+00:00,vente,766.69,765.02,21.7817,0.5,21.2817,0.2128,durée
SPY,2026-08-25T16:05:00+00:00,2026-08-25T17:05:00+00:00,vente,765.57,765.11,6.0089,0.5,5.5089,0.0551,durée
QQQ,2026-08-25T16:20:00+00:00,2026-08-25T17:20:00+00:00,vente,710.9699,709.84,15.8921,0.7,15.1921,0.1519,durée
QQQ,2026-08-25T17:30:00+00:00,2026-08-25T18:10:00+00:00,achat,709.5,708.5639,-13.1937,0.7,-13.8937,-0.1389,stop
SPY,2026-08-25T17:30:00+00:00,2026-08-25T18:30:00+00:00,achat,764.82,765.36,7.0602,0.5,6.5602,0.0656,durée
QQQ,2026-08-25T18:50:00+00:00,2026-08-25T19:50:00+00:00,vente,710.57,710.9,-4.6444,0.7,-5.3444,-0.0534,durée
SPY,2026-08-25T18:50:00+00:00,2026-08-25T19:50:00+00:00,vente,765.82,766.14,-4.1786,0.5,-4.6786,-0.0468,durée
QQQ,2026-08-26T13:45:00+00:00,2026-08-26T13:55:00+00:00,vente,711.16,712.1487,-13.9025,0.7,-14.6025,-0.146,stop
SPY,2026-08-26T13:45:00+00:00,2026-08-26T14:45:00+00:00,vente,766.32,765.56,9.9177,0.5,9.4177,0.0942,durée
QQQ,2026-08-26T14:05:00+00:00,2026-08-26T15:05:00+00:00,vente,711.57,710.71,12.0857,0.7,11.3857,0.1139,durée
SPY,2026-08-26T16:30:00+00:00,2026-08-26T17:30:00+00:00,achat,764.795,765.76,12.6181,0.5,12.1181,0.1212,durée
QQQ,2026-08-26T16:40:00+00:00,2026-08-26T17:40:00+00:00,achat,708.6,710.9305,32.8889,0.7,32.1889,0.3219,durée
QQQ,2026-08-26T17:55:00+00:00,2026-08-26T18:55:00+00:00,vente,711.07,711.89,-11.532,0.7,-12.232,-0.1223,durée
SPY,2026-08-26T18:50:00+00:00,2026-08-26T19:00:00+00:00,vente,766.31,767.1629,-11.1301,0.5,-11.6301,-0.1163,stop
QQQ,2026-08-26T19:05:00+00:00,2026-08-26T19:55:00+00:00,vente,712.98,711.3,23.563,0.7,22.863,0.2286,clôture
SPY,2026-08-26T19:10:00+00:00,2026-08-26T19:55:00+00:00,vente,766.955,766.01,12.3215,0.5,11.8215,0.1182,clôture
QQQ,2026-08-27T13:35:00+00:00,2026-08-27T13:40:00+00:00,vente,715.51,717.4991,-27.7994,0.7,-28.4994,-0.285,stop
SPY,2026-08-27T13:35:00+00:00,2026-08-27T13:40:00+00:00,vente,767.48,768.7184,-16.1362,0.5,-16.6362,-0.1664,stop
QQQ,2026-08-27T13:50:00+00:00,2026-08-27T14:50:00+00:00,vente,716.01,718.2715,-31.5844,0.7,-32.2844,-0.3228,durée
SPY,2026-08-27T13:55:00+00:00,2026-08-27T14:55:00+00:00,vente,769.17,770.395,-15.9267,0.5,-16.4267,-0.1643,durée
SPY,2026-08-27T15:05:00+00:00,2026-08-27T16:05:00+00:00,vente,770.62,770.54,1.0383,0.5,0.5383,0.0054,durée
SPY,2026-08-27T16:35:00+00:00,2026-08-27T17:00:00+00:00,vente,771.16,772.1025,-12.2227,0.5,-12.7227,-0.1272,stop
QQQ,2026-08-27T16:40:00+00:00,2026-08-27T17:40:00+00:00,vente,719.77,719.5,3.7515,0.7,3.0515,0.0305,durée
SPY,2026-08-27T17:10:00+00:00,2026-08-27T18:10:00+00:00,vente,772.23,770.26,25.5102,0.5,25.0102,0.2501,durée
QQQ,2026-08-27T18:05:00+00:00,2026-08-27T19:05:00+00:00,achat,718.19,718.5893,5.5597,0.7,4.8597,0.0486,durée
SPY,2026-08-27T18:20:00+00:00,2026-08-27T19:20:00+00:00,achat,770.27,770.015,-3.3106,0.5,-3.8106,-0.0381,durée
QQQ,2026-08-27T19:40:00+00:00,2026-08-27T19:50:00+00:00,vente,719.495,720.7443,-17.3637,0.7,-18.0637,-0.1806,stop
SPY,2026-08-28T13:35:00+00:00,2026-08-28T14:35:00+00:00,vente,772.025,772.33,-3.9506,0.5,-4.4506,-0.0445,durée
QQQ,2026-08-28T13:40:00+00:00,2026-08-28T14:40:00+00:00,vente,720.31,722.2763,-27.2987,0.7,-27.9987,-0.28,stop
SPY,2026-08-28T14:45:00+00:00,2026-08-28T15:00:00+00:00,vente,773.43,775.1816,-22.6474,0.5,-23.1474,-0.2315,stop
QQQ,2026-08-28T14:50:00+00:00,2026-08-28T15:50:00+00:00,vente,722.65,719.49,43.7284,0.7,43.0284,0.4303,durée
SPY,2026-08-28T15:25:00+00:00,2026-08-28T16:25:00+00:00,vente,774.82,769.6,67.3709,0.5,66.8709,0.6687,durée
QQQ,2026-08-28T16:00:00+00:00,2026-08-28T17:00:00+00:00,achat,717.93,715.85,-28.9724,0.7,-29.6724,-0.2967,durée
SPY,2026-08-28T16:35:00+00:00,2026-08-28T17:35:00+00:00,achat,769.6451,768.66,-12.7995,0.5,-13.2995,-0.133,durée
QQQ,2026-08-28T18:55:00+00:00,2026-08-28T19:55:00+00:00,achat,715.44,716.45,14.1173,0.7,13.4173,0.1342,durée
SPY,2026-08-28T18:55:00+00:00,2026-08-28T19:55:00+00:00,achat,768.52,769.38,11.1901,0.5,10.6901,0.1069,durée
SPY,2026-08-31T13:35:00+00:00,2026-08-31T14:20:00+00:00,achat,766.37,765.1078,-16.4699,0.5,-16.9699,-0.1697,stop
QQQ,2026-08-31T13:40:00+00:00,2026-08-31T14:25:00+00:00,achat,714.25,713.2223,-14.3885,0.7,-15.0885,-0.1509,stop
QQQ,2026-08-31T14:35:00+00:00,2026-08-31T15:35:00+00:00,achat,713.65,714.165,7.2158,0.7,6.5158,0.0652,durée
QQQ,2026-08-31T16:05:00+00:00,2026-08-31T17:05:00+00:00,achat,713.45,714.7144,17.7224,0.7,17.0224,0.1702,durée
SPY,2026-08-31T16:40:00+00:00,2026-08-31T17:40:00+00:00,achat,765.23,766.24,13.1988,0.5,12.6988,0.127,durée
QQQ,2026-08-31T17:45:00+00:00,2026-08-31T18:45:00+00:00,vente,715.205,714.35,11.9552,0.7,11.2552,0.1126,durée
SPY,2026-08-31T17:50:00+00:00,2026-08-31T18:50:00+00:00,vente,766.32,765.65,8.7429,0.5,8.2429,0.0824,durée
QQQ,2026-08-31T19:45:00+00:00,2026-08-31T19:50:00+00:00,vente,716.06,717.0527,-13.864,0.7,-14.564,-0.1456,stop
SPY,2026-08-31T19:45:00+00:00,2026-08-31T19:55:00+00:00,vente,767.0,767.9408,-12.2653,0.5,-12.7653,-0.1277,stop
QQQ,2026-09-01T13:35:00+00:00,2026-09-01T14:35:00+00:00,achat,707.05,709.68,37.1969,0.7,36.4969,0.365,durée
SPY,2026-09-01T13:35:00+00:00,2026-09-01T14:35:00+00:00,achat,761.94,764.27,30.5801,0.5,30.0801,0.3008,durée
QQQ,2026-09-01T15:40:00+00:00,2026-09-01T16:40:00+00:00,vente,711.09,707.98,43.7363,0.7,43.0363,0.4304,durée
SPY,2026-09-01T15:50:00+00:00,2026-09-01T16:50:00+00:00,vente,764.56,761.88,35.0527,0.5,34.5527,0.3455,durée
QQQ,2026-09-01T18:15:00+00:00,2026-09-01T18:40:00+00:00,achat,707.1,705.9037,-16.9184,0.7,-17.6184,-0.1762,stop
SPY,2026-09-01T18:30:00+00:00,2026-09-01T18:30:00+00:00,achat,761.2199,760.7436,-6.2577,0.5,-6.7577,-0.0676,stop
SPY,2026-09-01T18:40:00+00:00,2026-09-01T18:40:00+00:00,achat,760.54,759.7914,-9.8431,0.5,-10.3431,-0.1034,stop
QQQ,2026-09-01T18:50:00+00:00,2026-09-01T19:50:00+00:00,achat,705.6,707.08,20.9756,0.7,20.2756,0.2028,durée
